,term,N,N_ordered,N_not_ordered,freq_ordered (of total),N_made,N_not_made,freq_made (of total),freq_made (of ordered),N_crystallised,N_not_crystallised,freq_crystallised (of total),freq_crystallised (of made),N_assayed,N_not_assayed,freq_assayed (of total),freq_assayed (of made)
1832,corona,177,13,164,0.0734,12,165,0.0678,0.9231,177,0,1.0,14.75,5,172,0.0282,0.4167
1833,virus,268,13,255,0.0485,11,257,0.041,0.8462,268,0,1.0,24.3636,5,263,0.0187,0.4545
1834,semi-manual,13,6,7,0.4615,6,7,0.4615,1.0,13,0,1.0,2.1667,0,13,0.0,0.0
1835,curation,13,6,7,0.4615,6,7,0.4615,1.0,13,0,1.0,2.1667,0,13,0.0,0.0
1836,prioritize,183,6,177,0.0328,6,177,0.0328,1.0,183,0,1.0,30.5,0,183,0.0,0.0
1837,merit,13,6,7,0.4615,6,7,0.4615,1.0,13,0,1.0,2.1667,0,13,0.0,0.0
1838,subsequent,30,12,18,0.4,11,19,0.3667,0.9167,30,0,1.0,2.7273,5,25,0.1667,0.4545
1839,algorithmic,32,7,25,0.2188,7,25,0.2188,1.0,32,0,1.0,4.5714,0,32,0.0,0.0
1840,customization,13,6,7,0.4615,6,7,0.4615,1.0,13,0,1.0,2.1667,0,13,0.0,0.0
1841,enforce,16,6,10,0.375,6,10,0.375,1.0,16,0,1.0,2.6667,0,16,0.0,0.0
1842,customizing,13,6,7,0.4615,6,7,0.4615,1.0,13,0,1.0,2.1667,0,13,0.0,0.0
1843,iterations,13,6,7,0.4615,6,7,0.4615,1.0,13,0,1.0,2.1667,0,13,0.0,0.0
1844,incorporate,244,24,220,0.0984,12,232,0.0492,0.5,244,0,1.0,20.3333,0,244,0.0,0.0
1845,expert,38,8,30,0.2105,6,32,0.1579,0.75,38,0,1.0,6.3333,0,38,0.0,0.0
1846,pressure,13,6,7,0.4615,6,7,0.4615,1.0,13,0,1.0,2.1667,0,13,0.0,0.0
1847,mpro_x1086,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1848,mpro_x1187,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1849,termini,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
1850,role,75,8,67,0.1067,5,70,0.0667,0.625,75,0,1.0,15.0,5,70,0.0667,1.0
1851,dimerization,11,0,11,0.0,0,11,0.0,0.0,11,0,1.0,0.0,0,11,0.0,0.0
1852,distinct,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
1853,pi-pi,23,3,20,0.1304,1,22,0.0435,0.3333,23,0,1.0,23.0,0,23,0.0,0.0
1854,phe8,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
1855,met6,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
1856,t-shaped,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1857,cation-pi,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1858,arg298,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1859,methodology,44,37,7,0.8409,13,31,0.2955,0.3514,44,0,1.0,3.3846,9,35,0.2045,0.6923
1860,unique,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
1861,asp295,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1862,raising,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1863,asn299,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1864,jvi,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1865,asm,47,0,47,0.0,0,47,0.0,0.0,47,0,1.0,0.0,0,47,0.0,0.0
1866,ncbi,11,5,6,0.4545,5,6,0.4545,1.0,11,0,1.0,2.2,5,6,0.4545,1.0
1867,nlm,11,5,6,0.4545,5,6,0.4545,1.0,11,0,1.0,2.2,5,6,0.4545,1.0
1868,nih,12,5,7,0.4167,5,7,0.4167,1.0,12,0,1.0,2.4,5,7,0.4167,1.0
1869,gov,11,5,6,0.4545,5,6,0.4545,1.0,11,0,1.0,2.2,5,6,0.4545,1.0
1870,pubmed,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1871,5-membered,55,5,50,0.0909,5,50,0.0909,1.0,55,0,1.0,11.0,5,50,0.0909,1.0
1872,physical-chemical,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1873,bioactivity,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1874,molinspiration,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1875,novartis,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1876,research,101,32,69,0.3168,31,70,0.3069,0.9688,101,0,1.0,3.2581,19,82,0.1881,0.6129
1877,percent,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1878,calculation,811,18,793,0.0222,14,797,0.0173,0.7778,811,0,1.0,57.9286,6,805,0.0074,0.4286
1879,gpcrs,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1880,ion,11991,1692,10299,0.1411,1343,10648,0.112,0.7937,11991,0,1.0,8.9285,809,11182,0.0675,0.6024
1881,minimisation,36,0,36,0.0,0,36,0.0,0.0,36,0,1.0,0.0,0,36,0.0,0.0
1882,x0708-0,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
1883,x0991-0,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
1884,x0736-0,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
1885,intermediate,284,115,169,0.4049,80,204,0.2817,0.6957,284,0,1.0,3.55,80,204,0.2817,1.0
1886,clc,62,26,36,0.4194,9,53,0.1452,0.3462,62,0,1.0,6.8889,0,62,0.0,0.0
1887,reagent,110,1,109,0.0091,0,110,0.0,0.0,110,0,1.0,0.0,0,110,0.0,0.0
1888,c1br,107,0,107,0.0,0,107,0.0,0.0,107,0,1.0,0.0,0,107,0.0,0.0
1889,c1b,107,0,107,0.0,0,107,0.0,0.0,107,0,1.0,0.0,0,107,0.0,0.0
1890,component,179,0,179,0.0,0,179,0.0,0.0,179,0,1.0,0.0,0,179,0.0,0.0
1891,suzuki,25,12,13,0.48,10,15,0.4,0.8333,25,0,1.0,2.5,9,16,0.36,0.9
1892,eletriptan,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1893,relpax,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1894,naratrtriptan,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1895,amerge,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1896,sumatriptan,8,2,6,0.25,2,6,0.25,1.0,8,0,1.0,4.0,0,8,0.0,0.0
1897,imitrex,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1898,anti-migraine,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1899,medication,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1900,80mg,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1901,naratriptan,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1902,100mg,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1903,dose,4,1,3,0.25,1,3,0.25,1.0,4,0,1.0,4.0,0,4,0.0,0.0
1904,tablet,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1905,injection,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1906,prescribed,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1907,off-label,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
1908,mar-kin-563,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1909,assay,598,36,562,0.0602,34,564,0.0569,0.9444,598,0,1.0,17.5882,29,569,0.0485,0.8529
1910,htmd,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,0,1,0.0,0.0
1911,acemd3,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,0,1,0.0,0.0
1912,adaptivegoal,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,0,1,0.0,0.0
1913,proved,290,18,272,0.0621,16,274,0.0552,0.8889,290,0,1.0,18.125,2,288,0.0069,0.125
1914,effective,111,12,99,0.1081,12,99,0.1081,1.0,111,0,1.0,9.25,7,104,0.0631,0.5833
1915,become,11,4,7,0.3636,3,8,0.2727,0.75,11,0,1.0,3.6667,2,9,0.1818,0.6667
1916,actual,56,3,53,0.0536,2,54,0.0357,0.6667,56,0,1.0,28.0,1,55,0.0179,0.5
1917,frame,160,2,158,0.0125,2,158,0.0125,1.0,160,0,1.0,80.0,0,160,0.0,0.0
1918,cavity,46,3,43,0.0652,1,45,0.0217,0.3333,46,0,1.0,46.0,0,46,0.0,0.0
1919,trajectory,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,0,1,0.0,0.0
1920,acellera,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,0,1,0.0,0.0
1921,youtube,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,0,1,0.0,0.0
1922,channel,2,1,1,0.5,1,1,0.5,1.0,2,0,1.0,2.0,0,2,0.0,0.0
1923,video,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,0,1,0.0,0.0
1924,functionalisation,41,1,40,0.0244,1,40,0.0244,1.0,41,0,1.0,41.0,0,41,0.0,0.0
1925,click,45,10,35,0.2222,8,37,0.1778,0.8,45,0,1.0,5.625,5,40,0.1111,0.625
1926,5r83,103,2,101,0.0194,2,101,0.0194,1.0,103,0,1.0,51.5,2,101,0.0194,1.0
1927,nanome,9,0,9,0.0,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
1928,benzophenone,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1929,lined,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1930,ala191,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1931,leu167,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1932,propyl,118,25,93,0.2119,20,98,0.1695,0.8,118,0,1.0,5.9,12,106,0.1017,0.6
1933,propyl-amide,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
1934,csm-lig,29,1,28,0.0345,1,28,0.0345,1.0,29,0,1.0,29.0,0,29,0.0,0.0
1935,variational,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
1936,autoencoder,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
1937,submitting,24,2,22,0.0833,1,23,0.0417,0.5,24,0,1.0,24.0,0,24,0.0,0.0
1938,darunavir,31,0,31,0.0,0,31,0.0,0.0,31,0,1.0,0.0,0,31,0.0,0.0
1939,tipranavir,21,0,21,0.0,0,21,0.0,0.0,21,0,1.0,0.0,0,21,0.0,0.0
1940,colchicine,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
1941,hydroxychloroquine,74,0,74,0.0,0,74,0.0,0.0,74,0,1.0,0.0,0,74,0.0,0.0
1942,remdesivir,24,0,24,0.0,0,24,0.0,0.0,24,0,1.0,0.0,0,24,0.0,0.0
1943,on_the_generation_of_novel_ligands_for_sars-cov-2_protease_and_ace2_receptor_via_constrained_graph_variational_autoencoders,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
1944,compressed,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
1945,zip,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
1946,url,29,6,23,0.2069,6,23,0.2069,1.0,29,0,1.0,4.8333,0,29,0.0,0.0
1947,11vohorcj8--ktwo02fv9kl9toctukzjp,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
1948,majeux,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1949,prominent,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
1950,feature,375,47,328,0.1253,42,333,0.112,0.8936,375,0,1.0,8.9286,17,358,0.0453,0.4048
1951,salicyliamide,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
1952,anticlotting,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
1953,clotting,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
1954,contribute,48,7,41,0.1458,3,45,0.0625,0.4286,48,0,1.0,16.0,3,45,0.0625,1.0
1955,failure,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
1956,pcm-0102389,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
1957,pcm-0102219,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
1958,x-codes,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
1959,vinylsulfonamide,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1960,6yb7,37,2,35,0.0541,2,35,0.0541,1.0,37,0,1.0,18.5,0,37,0.0,0.0
1961,cys-modifying,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
1962,afatinib,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1963,ibrutinib,4,2,2,0.5,2,2,0.5,1.0,4,0,1.0,2.0,0,4,0.0,0.0
1964,neratinib,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1965,intramolecular,83,2,81,0.0241,2,81,0.0241,1.0,83,0,1.0,41.5,2,81,0.0241,1.0
1966,pull-down,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1967,menu,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1968,exterior,2,1,1,0.5,1,1,0.5,1.0,2,0,1.0,2.0,0,2,0.0,0.0
1969,fragment-mpro,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1970,biosig,11,1,10,0.0909,1,10,0.0909,1.0,11,0,1.0,11.0,0,11,0.0,0.0
1971,unimelb,11,1,10,0.0909,1,10,0.0909,1.0,11,0,1.0,11.0,0,11,0.0,0.0
1972,csm_lig,8,1,7,0.125,1,7,0.125,1.0,8,0,1.0,8.0,0,8,0.0,0.0
1973,run_prediction,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1974,csm,32,1,31,0.0312,1,31,0.0312,1.0,32,0,1.0,32.0,0,32,0.0,0.0
1975,inspirator,459,12,447,0.0261,4,455,0.0087,0.3333,459,0,1.0,114.75,3,456,0.0065,0.75
1976,agomelatine,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
1977,inexpensive,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1978,preferably,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
1979,volatile,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1980,inhale,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1981,enjoy,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1982,harmful,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1983,lavender,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1984,eucalyptus,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1985,definitely,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1986,lachele,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1987,virion,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
1988,obtain,203,37,166,0.1823,29,174,0.1429,0.7838,203,0,1.0,7.0,16,187,0.0788,0.5517
1989,realize,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1990,curious,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
1991,doubt,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1992,eucalyptol,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1993,6_bound_coordinates,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1994,relies,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
1995,engagement,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1996,oxazepane,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1997,asp187,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
1998,inferred,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
1999,4-oxazepane,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2000,discarded,28,1,27,0.0357,1,27,0.0357,1.0,28,0,1.0,28.0,0,28,0.0,0.0
2001,generation,73,3,70,0.0411,3,70,0.0411,1.0,73,0,1.0,24.3333,1,72,0.0137,0.3333
2002,date,444,47,397,0.1059,40,404,0.0901,0.8511,444,0,1.0,11.1,11,433,0.0248,0.275
2003,exhaustiveness,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
2004,candidate,181,2,179,0.011,2,179,0.011,1.0,181,0,1.0,90.5,0,181,0.0,0.0
2005,estimate,172,7,165,0.0407,5,167,0.0291,0.7143,172,0,1.0,34.4,3,169,0.0174,0.6
2006,protox-ii,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
2007,web,28,1,27,0.0357,1,27,0.0357,1.0,28,0,1.0,28.0,0,28,0.0,0.0
2008,service,53,2,51,0.0377,2,51,0.0377,1.0,53,0,1.0,26.5,0,53,0.0,0.0
2009,normalized,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
2010,ld50,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
2011,c3cl,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
2012,thread,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,0,3,0.0,0.0
2013,acrylamide,139,30,109,0.2158,18,121,0.1295,0.6,139,0,1.0,7.7222,12,127,0.0863,0.6667
2014,loosely,10,0,10,0.0,0,10,0.0,0.0,10,0,1.0,0.0,0,10,0.0,0.0
2015,osimertinib,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2016,5r7y,102,2,100,0.0196,2,100,0.0196,1.0,102,0,1.0,51.0,2,100,0.0196,1.0
2017,dimethylamine,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2018,propylamine,13,1,12,0.0769,1,12,0.0769,1.0,13,0,1.0,13.0,0,13,0.0,0.0
2019,amido,80,16,64,0.2,16,64,0.2,1.0,80,0,1.0,5.0,11,69,0.1375,0.6875
2020,dual,81,10,71,0.1235,10,71,0.1235,1.0,81,0,1.0,8.1,1,80,0.0123,0.1
2021,nucleophile,23,0,23,0.0,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
2022,zinc,122,1,121,0.0082,1,121,0.0082,1.0,122,0,1.0,122.0,0,122,0.0,0.0
2023,zinc000567249927,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2024,zinc000567382938,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2025,dimethyl,68,24,44,0.3529,21,47,0.3088,0.875,68,0,1.0,3.2381,14,54,0.2059,0.6667
2026,diethylamine,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2027,ethylenediamine,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2028,entry,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
2029,ste-lau-835,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2030,ch2phe-oh,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2031,phenolic,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2032,ramelteon,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2033,4-aminoindan,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2034,onlinelibrary,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2035,wiley,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2036,cctc,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2037,phenazine,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2038,derivates,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2039,phenothiazins,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2040,clathrin,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2041,endocytosis,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2042,1-4,119,9,110,0.0756,6,113,0.0504,0.6667,119,0,1.0,19.8333,6,113,0.0504,1.0
2043,x-0830-0,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2044,x0820-0,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2045,pyrazol,208,40,168,0.1923,32,176,0.1538,0.8,208,0,1.0,6.5,27,181,0.1298,0.8438
2046,addresse,5,1,4,0.2,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2047,follow-up,51,13,38,0.2549,11,40,0.2157,0.8462,51,0,1.0,4.6364,8,43,0.1569,0.7273
2048,ste-unk-dfa,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2049,availbale,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2050,thiazole,55,7,48,0.1273,7,48,0.1273,1.0,55,0,1.0,7.8571,6,49,0.1091,0.8571
2051,cinnoline,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2052,fusion,9,0,9,0.0,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
2053,deteriorate,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2054,cyclohexane,18,0,18,0.0,0,18,0.0,0.0,18,0,1.0,0.0,0,18,0.0,0.0
2055,cyano-pyrimidine,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2056,cyano-triazine,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2057,coot,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2058,2-cyano-pyrimidines,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2059,issue,140,6,134,0.0429,5,135,0.0357,0.8333,140,0,1.0,28.0,3,137,0.0214,0.6
2060,1524-1527,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2061,mpro-x1380,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,0,1,0.0,0.0
2062,selectivity,675,1,674,0.0015,1,674,0.0015,1.0,675,0,1.0,675.0,0,675,0.0,0.0
2063,prime,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,0,1,0.0,0.0
2064,sars-cov-2mpro,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2065,zhang,150,6,144,0.04,6,144,0.04,1.0,150,0,1.0,25.0,6,144,0.04,1.0
2066,future,79,2,77,0.0253,2,77,0.0253,1.0,79,0,1.0,39.5,0,79,0.0,0.0
2067,proven,19,0,19,0.0,0,19,0.0,0.0,19,0,1.0,0.0,0,19,0.0,0.0
2068,cas,629,179,450,0.2846,169,460,0.2687,0.9441,629,0,1.0,3.7219,29,600,0.0461,0.1716
2069,82875-49-8,18,0,18,0.0,0,18,0.0,0.0,18,0,1.0,0.0,0,18,0.0,0.0
2070,n-boc,18,0,18,0.0,0,18,0.0,0.0,18,0,1.0,0.0,0,18,0.0,0.0
2071,sec,563,146,417,0.2593,114,449,0.2025,0.7808,563,0,1.0,4.9386,56,507,0.0995,0.4912
2072,tridentate,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2073,utilizing,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
2074,nph,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2075,analogy,49,1,48,0.0204,1,48,0.0204,1.0,49,0,1.0,49.0,1,48,0.0204,1.0
2076,stereocenter,15,0,15,0.0,0,15,0.0,0.0,15,0,1.0,0.0,0,15,0.0,0.0
2077,graph-based,61,2,59,0.0328,2,59,0.0328,1.0,61,0,1.0,30.5,0,61,0.0,0.0
2078,jan,107,26,81,0.243,24,83,0.2243,0.9231,107,0,1.0,4.4583,14,93,0.1308,0.5833
2079,jensen,61,2,59,0.0328,2,59,0.0328,1.0,61,0,1.0,30.5,0,61,0.0,0.0
2080,rsc,141,4,137,0.0284,1,140,0.0071,0.25,141,0,1.0,141.0,0,141,0.0,0.0
2081,articlelanding,14,1,13,0.0714,1,13,0.0714,1.0,14,0,1.0,14.0,0,14,0.0,0.0
