,term,N,N_ordered,N_not_ordered,freq_ordered (of total),N_made,N_not_made,freq_made (of total),freq_made (of ordered),N_crystallised,N_not_crystallised,freq_crystallised (of total),freq_crystallised (of made),N_assayed,N_not_assayed,freq_assayed (of total),freq_assayed (of made)
820,ccl,11,4.0,7.0,0.3636,3.0,8.0,0.2727,0.75,2.0,9.0,0.1818,0.6667,3.0,8.0,0.2727,1.0
821,piperidine-amides,33,2.0,31.0,0.0606,2.0,31.0,0.0606,1.0,2.0,31.0,0.0606,1.0,2.0,31.0,0.0606,1.0
822,mpro,838,128.0,710.0,0.1527,97.0,741.0,0.1158,0.7578,7.0,831.0,0.0084,0.0722,97.0,741.0,0.1158,1.0
823,aniline,92,25.0,67.0,0.2717,4.0,88.0,0.0435,0.16,2.0,90.0,0.0217,0.5,4.0,88.0,0.0435,1.0
824,fluoroindole,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
825,x010,522,87.0,435.0,0.1667,49.0,473.0,0.0939,0.5632,13.0,509.0,0.0249,0.2653,49.0,473.0,0.0939,1.0
826,aiming,67,2.0,65.0,0.0299,0.0,67.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,67.0,0.0,0.0
827,harness,14,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
828,met-chloro,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
829,matthias,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
830,features,245,39.0,206.0,0.1592,37.0,208.0,0.151,0.9487,4.0,241.0,0.0163,0.1081,37.0,208.0,0.151,1.0
831,versatile,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
832,x_1418,34,1.0,33.0,0.0294,1.0,33.0,0.0294,1.0,0.0,34.0,0.0,0.0,1.0,33.0,0.0294,1.0
833,x_1334,31,1.0,30.0,0.0323,1.0,30.0,0.0323,1.0,0.0,31.0,0.0,0.0,1.0,30.0,0.0323,1.0
834,guanidine,18,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0
835,moeity,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
836,p-f,5,1.0,4.0,0.2,1.0,4.0,0.2,1.0,0.0,5.0,0.0,0.0,1.0,4.0,0.2,1.0
837,metabolic,14,4.0,10.0,0.2857,2.0,12.0,0.1429,0.5,0.0,14.0,0.0,0.0,2.0,12.0,0.1429,1.0
838,stability,64,5.0,59.0,0.0781,2.0,62.0,0.0312,0.4,0.0,64.0,0.0,0.0,2.0,62.0,0.0312,1.0
839,ch3co,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
840,basicity,19,3.0,16.0,0.1579,3.0,16.0,0.1579,1.0,0.0,19.0,0.0,0.0,3.0,16.0,0.1579,1.0
841,sulfinamide,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
842,chloroquine,81,1.0,80.0,0.0123,1.0,80.0,0.0123,1.0,0.0,81.0,0.0,0.0,1.0,80.0,0.0123,1.0
843,performed,304,61.0,243.0,0.2007,55.0,249.0,0.1809,0.9016,0.0,304.0,0.0,0.0,55.0,249.0,0.1809,1.0
844,fragment-wise,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
845,highest,99,6.0,93.0,0.0606,6.0,93.0,0.0606,1.0,1.0,98.0,0.0101,0.1667,6.0,93.0,0.0606,1.0
846,preserved,10,1.0,9.0,0.1,1.0,9.0,0.1,1.0,0.0,10.0,0.0,0.0,1.0,9.0,0.1,1.0
847,acetylpiperazine,23,1.0,22.0,0.0435,1.0,22.0,0.0435,1.0,0.0,23.0,0.0,0.0,1.0,22.0,0.0435,1.0
848,antimalarial,58,1.0,57.0,0.0172,1.0,57.0,0.0172,1.0,0.0,58.0,0.0,0.0,1.0,57.0,0.0172,1.0
849,immunomodulator,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
850,covid2019,3,2.0,1.0,0.6667,1.0,2.0,0.3333,0.5,0.0,3.0,0.0,0.0,1.0,2.0,0.3333,1.0
851,potency,107,19.0,88.0,0.1776,9.0,98.0,0.0841,0.4737,1.0,106.0,0.0093,0.1111,9.0,98.0,0.0841,1.0
852,micromolar,47,12.0,35.0,0.2553,11.0,36.0,0.234,0.9167,2.0,45.0,0.0426,0.1818,11.0,36.0,0.234,1.0
853,ec50,4,2.0,2.0,0.5,1.0,3.0,0.25,0.5,0.0,4.0,0.0,0.0,1.0,3.0,0.25,1.0
854,nitazoxanide,3,1.0,2.0,0.3333,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
855,spectrum,14,1.0,13.0,0.0714,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
856,amtimicrobial,2,1.0,1.0,0.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
857,trial,158,0.0,158.0,0.0,0.0,158.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,158.0,0.0,0.0
858,favipiravir,15,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0
859,antiviral,214,3.0,211.0,0.014,3.0,211.0,0.014,1.0,0.0,214.0,0.0,0.0,3.0,211.0,0.014,1.0
860,action,4546,204.0,4342.0,0.0449,160.0,4386.0,0.0352,0.7843,31.0,4515.0,0.0068,0.1938,159.0,4387.0,0.035,0.9938
861,sars-cov-2,260,33.0,227.0,0.1269,26.0,234.0,0.1,0.7879,4.0,256.0,0.0154,0.1538,26.0,234.0,0.1,1.0
862,lopinavir,16,5.0,11.0,0.3125,5.0,11.0,0.3125,1.0,0.0,16.0,0.0,0.0,5.0,11.0,0.3125,1.0
863,ritonavir,16,5.0,11.0,0.3125,5.0,11.0,0.3125,1.0,0.0,16.0,0.0,0.0,5.0,11.0,0.3125,1.0
864,alpha-chloroacetamides,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
865,alkylated,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
866,mpro-x0749,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
867,stacking,20,1.0,19.0,0.05,1.0,19.0,0.05,1.0,0.0,20.0,0.0,0.0,1.0,19.0,0.05,1.0
868,hie41,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
869,h-bonding,37,1.0,36.0,0.027,1.0,36.0,0.027,1.0,0.0,37.0,0.0,0.0,1.0,36.0,0.027,1.0
870,gly143,65,4.0,61.0,0.0615,3.0,62.0,0.0462,0.75,0.0,65.0,0.0,0.0,3.0,62.0,0.0462,1.0
871,strategy,44,13.0,31.0,0.2955,11.0,33.0,0.25,0.8462,0.0,44.0,0.0,0.0,11.0,33.0,0.25,1.0
872,benzothiazinone,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
873,partial,24,3.0,21.0,0.125,3.0,21.0,0.125,1.0,0.0,24.0,0.0,0.0,3.0,21.0,0.125,1.0
874,benzoimidazole,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
875,lower,25,2.0,23.0,0.08,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0
876,clogp,68,10.0,58.0,0.1471,10.0,58.0,0.1471,1.0,4.0,64.0,0.0588,0.4,10.0,58.0,0.1471,1.0
877,1h-indol-6-ol,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
878,thr26,9,1.0,8.0,0.1111,1.0,8.0,0.1111,1.0,0.0,9.0,0.0,0.0,1.0,8.0,0.1111,1.0
879,expand,22,9.0,13.0,0.4091,1.0,21.0,0.0455,0.1111,0.0,22.0,0.0,0.0,1.0,21.0,0.0455,1.0
880,heteroatom,40,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0
881,heaving,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
882,x_1249,12,1.0,11.0,0.0833,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
883,x_1308,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
884,fragements,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
885,closeness,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
886,hello,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
887,attempting,40,7.0,33.0,0.175,6.0,34.0,0.15,0.8571,0.0,40.0,0.0,0.0,6.0,34.0,0.15,1.0
888,engage,32,2.0,30.0,0.0625,2.0,30.0,0.0625,1.0,0.0,32.0,0.0,0.0,2.0,30.0,0.0625,1.0
889,cys,1799,74.0,1725.0,0.0411,56.0,1743.0,0.0311,0.7568,17.0,1782.0,0.0094,0.3036,55.0,1744.0,0.0306,0.9821
890,acyl-dihydroisoquinoline,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
891,related,144,25.0,119.0,0.1736,24.0,120.0,0.1667,0.96,1.0,143.0,0.0069,0.0417,24.0,120.0,0.1667,1.0
892,cluster-2,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
893,incredible,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
894,effort,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
895,humanity,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
896,ravi,18,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0
897,kurukulasuriya,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
898,relay,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
899,chemistry,464,92.0,372.0,0.1983,78.0,386.0,0.1681,0.8478,9.0,455.0,0.0194,0.1154,78.0,386.0,0.1681,1.0
900,insert,33,9.0,24.0,0.2727,7.0,26.0,0.2121,0.7778,1.0,32.0,0.0303,0.1429,7.0,26.0,0.2121,1.0
901,2-diamino-cyclohexyl,9,7.0,2.0,0.7778,5.0,4.0,0.5556,0.7143,0.0,9.0,0.0,0.0,5.0,4.0,0.5556,1.0
902,carboxyaminocyclohexyl,9,7.0,2.0,0.7778,5.0,4.0,0.5556,0.7143,0.0,9.0,0.0,0.0,5.0,4.0,0.5556,1.0
903,proline,11,7.0,4.0,0.6364,5.0,6.0,0.4545,0.7143,0.0,11.0,0.0,0.0,5.0,6.0,0.4545,1.0
904,subpockets,36,8.0,28.0,0.2222,6.0,30.0,0.1667,0.75,0.0,36.0,0.0,0.0,6.0,30.0,0.1667,1.0
905,creating,42,7.0,35.0,0.1667,5.0,37.0,0.119,0.7143,0.0,42.0,0.0,0.0,5.0,37.0,0.119,1.0
906,l-shape,9,7.0,2.0,0.7778,5.0,4.0,0.5556,0.7143,0.0,9.0,0.0,0.0,5.0,4.0,0.5556,1.0
907,addtional,9,7.0,2.0,0.7778,5.0,4.0,0.5556,0.7143,0.0,9.0,0.0,0.0,5.0,4.0,0.5556,1.0
908,glycine,10,7.0,3.0,0.7,5.0,5.0,0.5,0.7143,0.0,10.0,0.0,0.0,5.0,5.0,0.5,1.0
909,prevent,17,7.0,10.0,0.4118,5.0,12.0,0.2941,0.7143,0.0,17.0,0.0,0.0,5.0,12.0,0.2941,1.0
910,metabolism,22,7.0,15.0,0.3182,5.0,17.0,0.2273,0.7143,0.0,22.0,0.0,0.0,5.0,17.0,0.2273,1.0
911,buch,19,15.0,4.0,0.7895,7.0,12.0,0.3684,0.4667,1.0,18.0,0.0526,0.1429,7.0,12.0,0.3684,1.0
912,hartwig,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
913,ester,58,5.0,53.0,0.0862,4.0,54.0,0.069,0.8,0.0,58.0,0.0,0.0,4.0,54.0,0.069,1.0
914,amines,1333,29.0,1304.0,0.0218,8.0,1325.0,0.006,0.2759,1.0,1332.0,0.0008,0.125,8.0,1325.0,0.006,1.0
915,3-me,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
916,morpholines,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
917,deprotect,14,4.0,10.0,0.2857,3.0,11.0,0.2143,0.75,2.0,12.0,0.1429,0.6667,3.0,11.0,0.2143,1.0
918,couplings,13,9.0,4.0,0.6923,7.0,6.0,0.5385,0.7778,0.0,13.0,0.0,0.0,7.0,6.0,0.5385,1.0
919,3-amino,1151,14.0,1137.0,0.0122,13.0,1138.0,0.0113,0.9286,0.0,1151.0,0.0,0.0,13.0,1138.0,0.0113,1.0
920,regiomers,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
921,biosiosteres,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
922,micro-second,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
923,gaussian,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
924,accelerated,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
925,dynamics,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
926,software,4270,13.0,4257.0,0.003,8.0,4262.0,0.0019,0.6154,11.0,4259.0,0.0026,1.375,7.0,4263.0,0.0016,0.875
927,stable,139,4.0,135.0,0.0288,0.0,139.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,139.0,0.0,0.0
928,consistent,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
929,residues,3421,37.0,3384.0,0.0108,37.0,3384.0,0.0108,1.0,9.0,3412.0,0.0026,0.2432,36.0,3385.0,0.0105,0.973
930,throughout,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
931,sidechain,87,9.0,78.0,0.1034,9.0,78.0,0.1034,1.0,4.0,83.0,0.046,0.4444,9.0,78.0,0.1034,1.0
932,environment,34,2.0,32.0,0.0588,0.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0
933,his172,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
934,terminal,112,2.0,110.0,0.0179,0.0,112.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,112.0,0.0,0.0
935,amino,1428,138.0,1290.0,0.0966,125.0,1303.0,0.0875,0.9058,7.0,1421.0,0.0049,0.056,125.0,1303.0,0.0875,1.0
936,virtue,11,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0
937,protonated,21,1.0,20.0,0.0476,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0
938,physiological,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
939,salt-bridge,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
940,negatively-charged,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
941,asn142,92,5.0,87.0,0.0543,4.0,88.0,0.0435,0.8,0.0,92.0,0.0,0.0,4.0,88.0,0.0435,1.0
942,dipyrimidone-like,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
943,pivotal,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
944,his164,72,4.0,68.0,0.0556,2.0,70.0,0.0278,0.5,0.0,72.0,0.0,0.0,2.0,70.0,0.0278,1.0
945,gly149,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
946,loop,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
947,making,65,3.0,62.0,0.0462,1.0,64.0,0.0154,0.3333,0.0,65.0,0.0,0.0,1.0,64.0,0.0154,1.0
948,dipyrimidone,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
949,constrain,298,80.0,218.0,0.2685,75.0,223.0,0.2517,0.9375,9.0,289.0,0.0302,0.12,75.0,223.0,0.2517,1.0
950,fused,216,29.0,187.0,0.1343,27.0,189.0,0.125,0.931,3.0,213.0,0.0139,0.1111,27.0,189.0,0.125,1.0
951,entity,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
952,critical,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
953,his41,117,16.0,101.0,0.1368,12.0,105.0,0.1026,0.75,5.0,112.0,0.0427,0.4167,12.0,105.0,0.1026,1.0
954,n-sulphonamide,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
955,details,8,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
956,chemical,559,60.0,499.0,0.1073,52.0,507.0,0.093,0.8667,2.0,557.0,0.0036,0.0385,52.0,507.0,0.093,1.0
957,profile,173,6.0,167.0,0.0347,3.0,170.0,0.0173,0.5,0.0,173.0,0.0,0.0,3.0,170.0,0.0173,1.0
958,benjamin,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
959,graduate,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
960,laboratory,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
961,jens,185,5.0,180.0,0.027,2.0,183.0,0.0108,0.4,0.0,185.0,0.0,0.0,2.0,183.0,0.0108,1.0
962,meiler,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
963,vanderbilt,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
964,edu,315,50.0,265.0,0.1587,43.0,272.0,0.1365,0.86,5.0,310.0,0.0159,0.1163,43.0,272.0,0.1365,1.0
965,protocol,177,13.0,164.0,0.0734,1.0,176.0,0.0056,0.0769,0.0,177.0,0.0,0.0,1.0,176.0,0.0056,1.0
966,co-crystalized,134,3.0,131.0,0.0224,0.0,134.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,134.0,0.0,0.0
967,released,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
968,von,265,16.0,249.0,0.0604,15.0,250.0,0.0566,0.9375,0.0,265.0,0.0,0.0,15.0,250.0,0.0566,1.0
969,grelft,23,1.0,22.0,0.0435,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0
970,served,3256,27.0,3229.0,0.0083,20.0,3236.0,0.0061,0.7407,0.0,3256.0,0.0,0.0,20.0,3236.0,0.0061,1.0
971,redesign,27,1.0,26.0,0.037,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0
972,in-development,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
973,lab,2426,267.0,2159.0,0.1101,205.0,2221.0,0.0845,0.7678,17.0,2409.0,0.007,0.0829,184.0,2242.0,0.0758,0.8976
974,algorithm,356,17.0,339.0,0.0478,11.0,345.0,0.0309,0.6471,0.0,356.0,0.0,0.0,11.0,345.0,0.0309,1.0
975,bcl,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
976,focusedlibrarydesign,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
977,variation,253,8.0,245.0,0.0316,5.0,248.0,0.0198,0.625,1.0,252.0,0.004,0.2,5.0,248.0,0.0198,1.0
978,utilized,127,3.0,124.0,0.0236,0.0,127.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,127.0,0.0,0.0
979,incorporated,160,5.0,155.0,0.0312,2.0,158.0,0.0125,0.4,0.0,160.0,0.0,0.0,2.0,158.0,0.0125,1.0
980,conventional,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
981,supervised,137,9.0,128.0,0.0657,6.0,131.0,0.0438,0.6667,0.0,137.0,0.0,0.0,6.0,131.0,0.0438,1.0
982,feed-forward,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
983,neural,213,3.0,210.0,0.0141,0.0,213.0,0.0,0.0,1.0,212.0,0.0047,0.0,0.0,213.0,0.0,0.0
984,dnn,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
985,pose-dependent,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
986,scorer,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
987,perturbed,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
988,monte,146,3.0,143.0,0.0205,0.0,146.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,146.0,0.0,0.0
989,carlo,133,3.0,130.0,0.0226,0.0,133.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,133.0,0.0,0.0
990,metropolis,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
991,fashion,127,3.0,124.0,0.0236,0.0,127.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,127.0,0.0,0.0
992,alchemical,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
993,transformations,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
994,minimize,185,4.0,181.0,0.0216,1.0,184.0,0.0054,0.25,0.0,185.0,0.0,0.0,1.0,184.0,0.0054,1.0
995,optimize,169,14.0,155.0,0.0828,10.0,159.0,0.0592,0.7143,1.0,168.0,0.0059,0.1,10.0,159.0,0.0592,1.0
996,filter,639,58.0,581.0,0.0908,50.0,589.0,0.0782,0.8621,6.0,633.0,0.0094,0.12,50.0,589.0,0.0782,1.0
997,unstable,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
998,non-drug-like,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
999,optimizations,36,7.0,29.0,0.1944,6.0,30.0,0.1667,0.8571,0.0,36.0,0.0,0.0,6.0,30.0,0.1667,1.0
1000,qsar,23,1.0,22.0,0.0435,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0
1001,qspr,23,1.0,22.0,0.0435,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0
1002,recombined,23,1.0,22.0,0.0435,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0
1003,linkfragments,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
1004,combinatorial,210,26.0,184.0,0.1238,21.0,189.0,0.1,0.8077,4.0,206.0,0.019,0.1905,21.0,189.0,0.1,1.0
1005,optimized,134,3.0,131.0,0.0224,0.0,134.0,0.0,0.0,1.0,133.0,0.0075,0.0,0.0,134.0,0.0,0.0
1006,clash,172,7.0,165.0,0.0407,4.0,168.0,0.0233,0.5714,2.0,170.0,0.0116,0.5,4.0,168.0,0.0233,1.0
1007,resolution,127,3.0,124.0,0.0236,0.0,127.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,127.0,0.0,0.0
1008,undergo,137,8.0,129.0,0.0584,2.0,135.0,0.0146,0.25,0.0,137.0,0.0,0.0,2.0,135.0,0.0146,1.0
1009,minor,151,4.0,147.0,0.0265,1.0,150.0,0.0066,0.25,0.0,151.0,0.0,0.0,1.0,150.0,0.0066,1.0
1010,manual,276,25.0,251.0,0.0906,22.0,254.0,0.0797,0.88,6.0,270.0,0.0217,0.2727,22.0,254.0,0.0797,1.0
1011,selectively,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
1012,intentionally,124,3.0,121.0,0.0242,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0
1013,probing,128,3.0,125.0,0.0234,0.0,128.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,128.0,0.0,0.0
1014,structure-activity,134,7.0,127.0,0.0522,3.0,131.0,0.0224,0.4286,0.0,134.0,0.0,0.0,3.0,131.0,0.0224,1.0
