,term,N,N_ordered,N_not_ordered,N_made,N_not_made,N_assayed,N_not_assayed,N_crystallised,N_not_crystallised,freq_ordered (of total),freq_made (of total),freq_assayed (of total),freq_crystallised (of total),freq_made (of ordered),freq_assayed (of made),freq_crystallised (of made),fisher_p_ordered,χ2_p_ordered,fisher_p_made,χ2_p_made,fisher_p_assayed,χ2_p_assayed,fisher_p_crystallised,χ2_p_crystallised,log2_freq_ordered (of total),log2_freq_made (of total),log2_freq_assayed (of total),log2_freq_crystallised (of total),log2_freq_made (of ordered),log2_freq_assayed (of made),log2_freq_crystallised (of made)
689,axial,45,9.0,36.0,0.0,45.0,0.0,45.0,0.0,45.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.18434684409893826,0.0,0.04955907813171283,0.0,0.04854963484351815,0.0,1.0,0.0,0.7166708319483588,-inf,-inf,-inf,-inf,-inf,-inf
690,gem-dimethyl,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
691,tolerated,10,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613919716552139,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
692,placed,110,13.0,97.0,10.0,100.0,10.0,100.0,1.0,109.0,0.1182,0.0909,0.0909,0.0091,0.7692,1.0,0.1,1.0,0.0,0.8686763779966478,0.0,0.8666116813154991,0.0,1.0,0.0,-0.042099132536195905,0.015959178679659833,0.04350163863658642,-0.8930847960834878,0.058956209694122984,0.027674958442848226,-0.9153296760130095
693,mildly,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
694,significant,13,2.0,11.0,1.0,12.0,1.0,12.0,0.0,13.0,0.1538,0.0769,0.0769,0.0,0.5,1.0,0.0,0.6739755080010369,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33772633524809814,-0.22533751755262083,-0.19779505759569416,-inf,-0.5624744580963246,0.027674958442848226,-inf
695,contribution,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
696,portion,30,13.0,17.0,8.0,22.0,8.0,22.0,0.0,30.0,0.4333,0.2667,0.2667,0.0,0.6154,1.0,0.0,0.00046248245585089556,0.0,0.011212387211658334,0.0,0.010138851124079602,0.0,1.0,0.0,1.8320370685581404,1.568824804036479,1.5963672639934054,-inf,-0.2628781093122295,0.027674958442848226,-inf
697,tetrahydropyranyl,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
698,exposing,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
699,cyclic,192,43.0,149.0,22.0,170.0,22.0,170.0,0.0,192.0,0.224,0.1146,0.1146,0.0,0.5116,1.0,0.0,0.0006923996537154592,0.0,0.2620892846409082,0.0,0.2553952675687913,0.0,0.08016873992005696,0.0,0.880169564231238,0.3502140232424575,0.37775648319938415,-inf,-0.529386288764137,0.027674958442848226,-inf
700,ether,228,38.0,190.0,36.0,192.0,36.0,192.0,1.0,227.0,0.1667,0.1579,0.1579,0.0044,0.9474,1.0,0.0278,0.09069047777732889,0.0,0.003263217400681292,0.0,0.0029628393793430146,0.0,0.19086790018217145,0.0,0.4539249362726884,0.8126181503457899,0.8401606103027165,-1.9414478176448868,0.3595711189356191,0.027674958442848226,-2.762172887951589
701,tetrahydropyran,39,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018625057035014922,0.0,0.07270441395416088,0.0,0.07192884181885534,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
702,interacting,3027,2.0,3025.0,1.0,3026.0,1.0,3026.0,1.0,3026.0,0.0007,0.0003,0.0003,0.0003,0.5,1.0,1.0,3.217515291097869e-133,0.0,6.944811357672398e-101,0.0,4.882335758582838e-99,0.0,5.869129375599185e-19,0.0,-7.4417585306561245,-8.227214804793292,-8.199672344836365,-5.815916935561028,-0.5624744580963246,0.027674958442848226,2.4065984188743528
703,ser46,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
704,favorable,130,22.0,108.0,22.0,108.0,22.0,108.0,4.0,126.0,0.1692,0.1692,0.1692,0.0308,1.0,1.0,0.1818,0.15047368229300292,0.0,0.010924072266416769,0.0,0.01026880336688282,0.0,0.2908364721525919,0.0,0.47540040040622134,0.9123365476055023,0.939879007562429,0.8659071044127172,0.4375255419036754,0.027674958442848226,-0.05297747648098947
705,negligible,6,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
706,impact,11,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6213557359782087,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
707,located,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
708,n-acyl,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
709,x0354,10,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613919716552139,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
710,cyp,11,1.0,10.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.4209769685196214,-inf,-inf,-inf,-inf,-inf,-inf
711,induction,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
712,liability,6,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
713,sulfoximine,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
714,transformation,162,3.0,159.0,0.0,162.0,0.0,162.0,0.0,162.0,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,2.0330628887699956e-05,0.0,1.6982932863017355e-06,0.0,2.737257718707321e-06,0.0,0.11851802171908682,0.0,-2.7177319921974163,-inf,-inf,-inf,-inf,-inf,-inf
715,applied,184,47.0,137.0,45.0,139.0,45.0,139.0,5.0,179.0,0.2554,0.2446,0.2446,0.0272,0.9574,1.0,0.1111,2.7677841328117264e-05,0.0,9.47648777974241e-08,0.0,3.8536999054733435e-08,0.0,0.2523979615156501,0.0,1.0694293569889954,1.4440313830129397,1.4715738429698662,0.6865834049681551,0.37471925307399234,0.027674958442848226,-0.7634708592860044
716,1319-1324,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
717,s-attached,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
718,enantiomer,40,6.0,34.0,4.0,36.0,4.0,36.0,0.0,40.0,0.15,0.1,0.1,0.0,0.6667,1.0,0.0,0.6321010967799661,0.0,0.7818528774763551,0.0,0.7793328064503604,0.0,1.0,0.0,0.30163333266951475,0.1536069791476399,0.18114943910456646,-inf,-0.14736482586874528,0.027674958442848226,-inf
719,pro168,26,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059513529280679,0.0,0.26843857388026476,0.0,0.2656999473562194,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
720,having,44,12.0,32.0,9.0,35.0,9.0,35.0,0.0,44.0,0.2727,0.2045,0.2045,0.0,0.75,1.0,0.0,0.017355348868485002,0.0,0.0387749919563223,0.0,0.03694991192525515,0.0,1.0,0.0,1.163985532201535,1.185707822314664,1.2132502822715905,-inf,0.02248804262483142,0.027674958442848226,-inf
721,protein-ligand,137,6.0,131.0,3.0,134.0,3.0,134.0,1.0,136.0,0.0438,0.0219,0.0219,0.0073,0.5,1.0,0.3333,0.006601905820841515,0.0,0.004780974468187168,0.0,0.006992430252130425,0.0,0.7314444030124481,0.0,-1.474326393112555,-2.037390245913274,-2.0098477859563473,-1.211054877402167,-0.5624744580963246,0.027674958442848226,0.8214916414351515
722,w116,10,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613919716552139,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
723,endogenous,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.20531209625505797,0.0,0.15821937511741638,0.0,0.1555733946283863,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
724,peak,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.20531209625505797,0.0,0.15821937511741638,0.0,0.1555733946283863,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
725,concentrations,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.20531209625505797,0.0,0.15821937511741638,0.0,0.1555733946283863,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
726,high-risk,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.20531209625505797,0.0,0.15821937511741638,0.0,0.1555733946283863,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
727,covid-19,309,14.0,295.0,11.0,298.0,11.0,298.0,0.0,309.0,0.0453,0.0356,0.0356,0.0,0.7857,1.0,0.0,5.3961768728522455e-05,0.0,0.0008729790916908323,0.0,0.0011599173036299895,0.0,0.010751164650632524,0.0,-1.4257462126674934,-1.3364438745480494,-1.3089014145911229,-inf,0.08957600742597828,0.027674958442848226,-inf
728,patients,26,3.0,23.0,3.0,23.0,3.0,23.0,0.0,26.0,0.1154,0.1154,0.1154,0.0,1.0,1.0,0.0,1.0,0.0,0.7295252509740604,0.0,0.5072393623495335,0.0,1.0,0.0,-0.07668594406824582,0.3602502031310353,0.38779266308796195,-inf,0.4375255419036754,0.027674958442848226,-inf
729,low-risk,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.20531209625505797,0.0,0.15821937511741638,0.0,0.1555733946283863,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
730,metabolites,30,4.0,26.0,2.0,28.0,2.0,28.0,0.0,30.0,0.1333,0.0667,0.0667,0.0,0.5,1.0,0.0,0.7825681501364637,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1313476123752447,-0.4306343543298623,-0.40309189437293574,-inf,-0.5624744580963246,0.027674958442848226,-inf
731,ortho-position,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
732,sub,3663,360.0,3303.0,286.0,3377.0,286.0,3377.0,79.0,3584.0,0.0983,0.0781,0.0781,0.0216,0.7944,1.0,0.2762,0.0003834412392766845,0.0,0.0386715640533367,0.0,0.0798318304654644,0.0,0.06927034555933297,0.0,-0.3080658463731478,-0.2029985673724678,-0.17545610741554116,0.3540080658812843,0.10546306988259972,0.027674958442848226,0.5503836435829543
733,x0336,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
734,alternatively,8,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
735,gln192,5,1.0,4.0,0.0,5.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4980851094574156,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7166708319483588,-inf,-inf,-inf,-inf,-inf,-inf
736,thr190,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
737,occupied,41,2.0,39.0,1.0,40.0,1.0,40.0,0.0,41.0,0.0488,0.0244,0.0244,0.0,0.5,1.0,0.0,0.3195967149979726,0.0,0.256581398017583,0.0,0.25564833010799676,0.0,1.0,0.0,-1.318376115150842,-1.881439967951561,-1.8538975079946343,-inf,-0.5624744580963246,0.027674958442848226,-inf
738,sulfoxide,17,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24621335835402414,0.0,0.391657124702549,0.0,0.3919764990337107,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
739,oxigen,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
740,dms901,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
741,para-position,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
742,shallow,7,2.0,5.0,2.0,5.0,2.0,5.0,0.0,7.0,0.2857,0.2857,0.2857,0.0,1.0,1.0,0.0,0.254863673191028,0.0,0.16649222241565376,0.0,0.16182383310985837,0.0,1.0,0.0,1.2311718682226436,1.6681080154219248,1.6956504753788515,-inf,0.4375255419036754,0.027674958442848226,-inf
743,accommodate,37,2.0,35.0,2.0,35.0,2.0,35.0,0.0,37.0,0.0541,0.0541,0.0541,0.0,1.0,1.0,0.0,0.43329057084417016,0.0,0.7683985947025174,0.0,0.767570571197663,0.0,1.0,0.0,-1.169628668886913,-0.7326925216876319,-0.7051500617307054,-inf,0.4375255419036754,0.027674958442848226,-inf
744,bulky,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
745,sp3,16,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24612070784824858,0.0,0.6368717343931073,0.0,0.6347247726541656,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
746,ideation,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
747,structurally,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
748,diverse,88,12.0,76.0,10.0,78.0,10.0,78.0,0.0,88.0,0.1364,0.1136,0.1136,0.0,0.8333,1.0,0.0,0.631386079776396,0.0,0.4598169616933463,0.0,0.4545967047947495,0.0,0.40796339344414895,0.0,0.16451447631044389,0.3375698139902349,0.3651122739471615,-inf,0.1744334271140591,0.027674958442848226,-inf
749,solubility,86,7.0,79.0,2.0,84.0,2.0,84.0,1.0,85.0,0.0814,0.0233,0.0233,0.0116,0.2857,1.0,0.5,0.4013659879431249,0.0,0.04776178681351689,0.0,0.04681396538136984,0.0,1.0,0.0,-0.5802284684474814,-1.9479911608601668,-1.9204487009032403,-0.542898441154612,-1.3699015167094022,0.027674958442848226,1.406598418874353
750,membered,84,2.0,82.0,2.0,82.0,2.0,82.0,1.0,83.0,0.0238,0.0238,0.0238,0.0119,1.0,1.0,0.5,0.007738566085245953,0.0,0.046430198173544907,0.0,0.0461760830092751,0.0,1.0,0.0,-2.354295689405785,-1.9173595422065035,-1.8898170822495768,-0.5060616729742405,0.4375255419036754,0.027674958442848226,1.406598418874353
751,derived,151,40.0,111.0,32.0,119.0,32.0,119.0,2.0,149.0,0.2649,0.2119,0.2119,0.0132,0.8,1.0,0.0625,5.6089762691348795e-05,0.0,6.51635055592522e-05,0.0,5.6265043292487675e-05,0.0,1.0,0.0,1.1221186756558938,1.2369905668577224,1.264533026814649,-0.3564853169237307,0.11559744701631311,0.027674958442848226,-1.593401581125647
752,stripped,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
753,rigidly,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
754,assess,108,2.0,106.0,1.0,107.0,1.0,107.0,0.0,108.0,0.0185,0.0093,0.0093,0.0,0.5,1.0,0.0,0.0005748522081485611,0.0,0.002231528763873565,0.0,0.0021432000352251727,0.0,0.4289766792081078,0.0,-2.7177319921974163,-3.273018494406416,-3.2454760344494895,-inf,-0.5624744580963246,0.027674958442848226,-inf
755,accessory,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
756,incurring,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
757,artifacts,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
758,flavour,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
759,4-oxazepine,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
760,derivative,465,25.0,440.0,12.0,453.0,12.0,453.0,1.0,464.0,0.0538,0.0258,0.0258,0.0022,0.48,1.0,0.0833,1.427221439880505e-05,0.0,3.503705398059628e-07,0.0,6.793899024878069e-07,0.0,0.007812864493735337,0.0,-1.1776510901571042,-1.800950050091193,-1.7734075901342665,-2.9414478176448866,-0.6213681471498933,0.027674958442848226,-1.1789412753095487
761,n-attached,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
762,fitting,11,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6213557359782087,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
763,delimited,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
764,met165,18,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24961376877715033,0.0,0.39347999458990424,0.0,0.39302004757491665,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
765,phe181,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
766,oxazepinone,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
767,almost,50,15.0,35.0,13.0,37.0,13.0,37.0,0.0,50.0,0.3,0.26,0.26,0.0,0.8667,1.0,0.0,0.004190658132833048,0.0,0.001723936380291972,0.0,0.0014724633940555714,0.0,1.0,0.0,1.3016333326695149,1.5321186024013698,1.5596610623582963,-inf,0.2311301516399977,0.027674958442848226,-inf
768,coplanar,9,3.0,6.0,3.0,6.0,3.0,6.0,0.0,9.0,0.3333,0.3333,0.3333,0.0,1.0,1.0,0.0,0.1337091671417157,0.0,0.0703847400750435,0.0,0.06743255705994479,0.0,1.0,0.0,1.4534921493965198,1.8904282965958008,1.9179707565527275,-inf,0.4375255419036754,0.027674958442848226,-inf
769,mild,11,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6213557359782087,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
770,oxazepinones,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
771,challenging,179,0.0,179.0,0.0,179.0,0.0,179.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5425283516767338e-09,0.0,5.456324355435066e-07,0.0,5.053566836591665e-07,0.0,0.1260127550501845,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
772,synthesize,269,12.0,257.0,5.0,264.0,5.0,264.0,0.0,269.0,0.0446,0.0186,0.0186,0.0,0.4167,1.0,0.0,0.0001309197060246692,0.0,1.0238336968980235e-05,0.0,1.4633476059868178e-05,0.0,0.024611690309730854,0.0,-1.4482135527934237,-2.273018494406416,-2.2454760344494895,-inf,-0.8253934529432253,0.027674958442848226,-inf
773,unwanted,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
774,complexity,126,3.0,123.0,0.0,126.0,0.0,126.0,0.0,126.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0005181655880775193,0.0,4.701614224768837e-05,0.0,4.4649728547786734e-05,0.0,0.27712085305135903,0.0,-2.354295689405785,-inf,-inf,-inf,-inf,-inf,-inf
775,compound,2719,464.0,2255.0,357.0,2362.0,357.0,2362.0,41.0,2678.0,0.1707,0.1313,0.1313,0.0151,0.7694,1.0,0.1148,4.556072585278967e-09,0.0,6.571285773150423e-09,0.0,1.1669201939905438e-09,0.0,0.5660717149519345,0.0,0.4881338903140095,0.5464738953784398,0.5740163553353662,-0.16247469695710523,0.05933127665084066,0.027674958442848226,-0.7162070339994087
776,acyl,12,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6317147149428632,0.0,0.6158796510291435,0.0,0.6160242222883743,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
777,w39,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
778,synthesizing,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
779,preliminary,15,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39594559605231405,0.0,0.6290084538427057,0.0,0.6273995870192439,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
